len,spec_chars,domain,depth,numericals_count,word_count,label
68,6,0,5,29,12,1
87,6,0,4,0,37,1
28,4,0,2,10,6,1
22,2,0,2,3,6,1
14,1,0,1,1,2,1
41,2,0,2,0,32,1
41,4,0,3,7,8,1
77,10,0,6,0,24,1
25,4,0,1,0,4,1
32,2,0,3,9,5,1
72,5,0,3,24,15,1
87,9,0,2,19,31,1
41,3,0,3,0,13,1
23,4,0,1,13,0,1
38,2,0,3,0,16,1
25,4,0,1,11,2,1
43,2,0,2,0,37,1
37,3,0,2,1,14,1
20,2,0,2,6,1,1
45,4,0,2,6,15,1
94,7,0,8,42,17,1
69,10,0,3,18,12,1
35,3,0,2,1,18,1
25,4,0,1,0,4,1
35,3,0,1,8,8,1
36,3,0,1,0,27,1
67,6,0,5,14,25,1
39,3,0,3,0,13,1
72,7,0,5,27,8,1
55,5,0,3,8,21,1
25,4,0,1,11,2,1
19,2,0,2,5,1,1
37,3,0,2,1,14,1
25,3,0,2,6,0,1
45,4,0,2,6,15,1
32,3,0,2,1,12,1
45,7,0,1,4,15,1
35,3,0,2,1,18,1
43,6,0,1,5,12,1
53,4,0,5,0,27,1
46,5,0,1,1,26,1
52,4,0,1,0,26,1
58,4,0,4,24,14,1
25,4,0,1,0,4,1
58,4,0,4,29,8,1
39,4,0,1,9,12,1
68,6,0,5,25,16,1
70,7,0,5,26,12,1
51,5,0,3,7,18,1
49,4,0,1,0,26,1
68,6,0,5,26,17,1
48,4,0,1,0,23,1
80,6,0,5,29,24,1
43,6,0,1,5,11,1
70,6,0,5,26,17,1
35,3,0,1,8,8,1
80,6,0,5,29,24,1
72,5,0,3,24,15,1
68,6,0,5,29,12,1
46,5,0,1,1,26,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
41,3,0,3,0,13,1
77,8,0,6,8,28,1
27,3,0,1,3,4,1
29,4,0,1,7,7,1
23,4,0,1,13,0,1
20,2,0,2,6,1,1
35,3,0,2,1,18,1
54,4,0,4,24,9,1
35,2,0,3,0,8,1
46,4,0,1,0,22,1
74,7,0,5,27,10,1
38,4,0,2,10,7,1
25,4,0,1,0,4,1
67,6,0,5,28,10,1
43,4,0,1,0,23,1
59,4,0,4,28,12,1
41,4,0,1,3,22,1
59,4,0,4,25,11,1
72,7,0,5,27,8,1
36,3,0,1,0,27,1
25,4,0,1,11,2,1
87,9,0,2,19,31,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
39,3,0,3,0,13,1
87,12,0,6,11,25,1
38,2,0,3,0,16,1
45,7,0,1,4,15,1
23,4,0,1,13,0,1
22,2,0,2,3,6,1
53,4,0,1,0,27,1
57,4,0,4,25,11,1
41,3,0,4,5,16,1
52,4,0,1,0,26,1
39,5,0,2,3,17,1
22,2,0,2,3,6,1
51,5,0,3,7,18,1
71,8,0,4,0,35,1
70,7,0,5,26,12,1
68,6,0,5,26,17,1
49,4,0,1,0,26,1
80,6,0,5,29,24,1
48,4,0,1,0,23,1
70,6,0,5,26,17,1
43,6,0,1,5,11,1
80,6,0,5,29,24,1
35,3,0,1,8,8,1
68,6,0,5,29,12,1
72,5,0,3,24,15,1
59,4,0,4,28,12,1
76,9,0,5,34,13,1
20,2,0,2,6,1,1
25,4,0,1,11,2,1
51,5,0,3,7,18,1
43,3,0,3,0,16,1
32,3,0,2,1,12,1
39,4,0,2,8,8,1
95,16,0,4,20,12,1
48,4,0,1,4,29,1
59,4,0,4,28,12,1
25,4,0,1,0,4,1
71,7,0,5,27,8,1
57,4,0,4,25,11,1
35,3,0,1,8,8,1
58,4,0,4,24,14,1
46,5,0,1,1,26,1
58,4,0,4,29,8,1
41,3,0,1,7,9,1
70,6,0,5,26,17,1
80,6,0,5,29,24,1
22,2,0,2,3,6,1
37,3,0,2,1,14,1
36,4,0,2,8,7,1
45,4,0,2,6,15,1
76,11,0,3,15,23,1
38,4,0,2,6,7,1
23,4,0,1,13,0,1
35,3,0,2,1,18,1
72,7,0,5,27,15,1
67,6,0,5,24,17,1
45,3,0,1,0,23,1
70,7,0,5,26,12,1
70,7,0,5,26,12,1
42,3,0,1,0,24,1
68,6,0,5,26,17,1
25,2,0,2,5,6,1
80,6,0,5,29,24,1
19,2,0,2,5,1,1
59,4,0,4,25,11,1
50,2,0,3,0,29,1
25,4,0,1,11,2,1
68,10,0,3,13,18,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
38,4,0,2,8,8,1
48,4,0,1,2,33,1
23,4,0,1,13,0,1
71,8,0,4,0,35,1
71,6,0,5,25,11,1
46,5,0,3,12,8,1
54,4,0,4,24,9,1
36,3,0,1,0,27,1
74,7,0,5,27,10,1
86,7,0,5,15,27,1
67,6,0,5,28,10,1
41,3,0,1,7,9,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
20,2,0,2,6,1,1
32,3,0,2,1,12,1
24,3,0,1,5,8,1
38,4,0,2,8,7,1
31,4,0,1,7,6,1
47,4,0,2,10,19,1
88,8,0,7,0,33,1
88,9,0,2,17,24,1
33,3,0,2,1,14,1
35,3,0,1,8,8,1
23,4,0,1,13,0,1
36,3,0,1,0,27,1
71,7,0,5,27,8,1
58,7,0,2,9,23,1
25,4,0,1,11,2,1
44,4,0,2,16,7,1
51,3,0,4,4,16,1
67,5,0,3,0,37,1
53,3,0,2,5,26,1
52,6,0,1,4,25,1
60,6,0,2,12,19,1
38,4,0,2,10,7,1
39,4,0,2,8,8,1
45,4,0,2,6,15,1
20,2,0,2,6,1,1
32,3,0,2,1,12,1
24,3,0,1,5,8,1
38,4,0,2,8,7,1
31,4,0,1,7,6,1
47,4,0,2,10,19,1
88,8,0,7,0,33,1
88,9,0,2,17,24,1
33,3,0,2,1,14,1
35,3,0,1,8,8,1
23,4,0,1,13,0,1
36,3,0,1,0,27,1
71,7,0,5,27,8,1
58,7,0,2,9,23,1
25,4,0,1,11,2,1
44,4,0,2,16,7,1
51,3,0,4,4,16,1
67,5,0,3,0,37,1
53,3,0,2,5,26,1
52,6,0,1,4,25,1
60,6,0,2,12,19,1
38,4,0,2,10,7,1
39,4,0,2,8,8,1
33,3,0,2,4,10,1
90,6,0,2,10,55,1
79,7,0,2,24,7,1
35,3,0,2,1,18,1
105,18,0,2,18,8,1
36,3,0,3,0,8,1
56,4,0,1,6,32,1
23,4,0,1,13,0,1
88,9,0,2,17,24,1
25,4,0,1,11,2,1
33,3,0,2,1,14,1
47,2,0,2,2,21,1
53,4,0,5,0,27,1
40,4,0,1,2,12,1
46,5,0,1,1,26,1
45,4,0,2,6,15,1
67,6,0,5,14,25,1
42,5,0,3,3,15,1
49,4,0,2,0,26,1
19,2,0,2,5,1,1
49,6,0,2,7,15,1
26,3,0,1,8,0,1
57,6,0,2,4,24,1
51,5,0,3,7,18,1
19,2,0,2,5,1,1
57,6,0,2,4,24,1
26,3,0,1,8,0,1
80,18,0,4,8,18,1
51,5,0,3,7,18,1
108,17,0,2,19,12,1
79,7,0,2,24,7,1
58,4,0,4,25,9,1
35,3,0,2,1,18,1
25,4,0,1,11,2,1
37,3,0,2,1,14,1
41,3,0,2,1,15,1
40,4,0,1,2,12,1
36,3,0,1,0,27,1
45,4,0,2,6,15,1
58,7,0,2,9,23,1
56,7,0,2,3,18,1
49,5,0,2,4,20,1
37,3,0,1,2,16,1
46,5,0,2,0,19,1
20,2,0,2,6,1,1
49,6,0,2,0,27,1
38,2,0,3,0,14,1
53,5,0,2,11,14,1
38,4,0,2,10,7,1
94,14,0,2,14,8,1
23,4,0,1,13,0,1
85,9,0,2,20,17,1
66,6,0,5,27,12,1
35,3,0,2,1,18,1
80,8,0,5,12,29,1
37,3,0,2,1,14,1
35,3,0,1,8,8,1
44,4,0,1,2,13,1
26,2,0,2,3,5,1
44,4,0,1,0,28,1
77,8,0,6,0,24,1
51,5,0,2,0,24,1
41,5,0,2,7,12,1
72,6,0,8,6,26,1
25,4,0,1,11,2,1
58,10,0,2,18,9,1
87,15,0,7,24,13,1
45,4,0,2,6,15,1
42,3,0,3,3,16,1
42,3,0,2,9,14,1
51,5,0,2,0,24,1
50,6,0,2,10,20,1
37,3,0,2,1,14,1
37,3,0,1,2,16,1
45,4,0,2,6,15,1
51,5,0,3,7,18,1
42,5,0,3,3,15,1
49,4,0,2,0,26,1
49,6,0,2,7,15,1
57,6,0,2,4,24,1
56,4,0,1,6,32,1
53,4,0,5,0,27,1
26,2,0,2,3,5,1
25,4,0,1,11,2,1
85,6,0,6,0,42,1
73,8,0,5,14,37,1
82,11,0,3,28,11,1
89,10,0,4,23,17,1
46,4,0,1,0,27,1
45,3,0,2,9,19,1
56,7,0,2,3,18,1
49,5,0,2,4,20,1
46,5,0,2,0,19,1
49,6,0,2,0,27,1
35,3,0,2,1,18,1
23,4,0,1,13,0,1
36,3,0,1,0,27,1
66,7,0,5,27,12,1
46,5,0,1,1,26,1
25,4,0,1,11,2,1
58,10,0,2,18,9,1
87,15,0,7,24,13,1
45,4,0,2,6,15,1
42,3,0,3,3,16,1
42,3,0,2,9,14,1
51,5,0,2,0,24,1
41,5,0,2,7,12,1
80,6,0,5,29,17,1
36,3,0,1,0,27,1
80,6,0,5,29,24,1
58,10,0,2,18,9,1
39,2,0,3,0,11,1
68,7,0,5,31,8,1
70,7,0,5,28,10,1
67,7,0,5,27,12,1
25,4,0,1,11,2,1
54,2,0,4,0,35,1
45,4,0,2,6,15,1
32,3,0,2,1,12,1
60,4,0,4,24,11,1
69,7,0,5,28,8,1
25,4,0,1,11,2,1
19,4,0,1,10,0,1
38,4,0,2,14,9,1
94,5,0,8,43,18,1
35,3,0,2,1,18,1
23,4,0,1,13,0,1
35,3,0,1,8,8,1
80,6,0,5,29,17,1
36,3,0,1,0,27,1
80,6,0,5,29,24,1
58,10,0,2,18,9,1
68,7,0,5,31,8,1
39,2,0,3,0,11,1
70,7,0,5,28,10,1
67,7,0,5,27,12,1
25,4,0,1,11,2,1
54,2,0,4,0,35,1
45,4,0,2,6,15,1
32,3,0,2,1,12,1
36,4,0,2,1,15,1
26,4,0,1,13,4,1
21,2,0,2,4,2,1
57,4,0,4,25,11,1
36,3,0,1,0,27,1
57,4,0,4,24,13,1
82,11,0,3,28,11,1
73,6,0,5,25,20,1
52,7,0,2,19,7,1
67,6,0,5,29,13,1
58,10,0,3,18,9,1
79,7,0,2,23,10,1
22,2,0,2,3,6,1
39,2,0,3,0,11,1
23,4,0,1,13,0,1
19,4,0,1,10,0,1
38,3,0,2,2,13,1
45,4,0,2,6,15,1
45,3,0,1,4,17,1
32,2,0,3,9,5,1
36,3,0,1,0,27,1
46,5,0,1,1,26,1
78,7,0,2,22,16,1
43,3,0,1,3,13,1
20,2,0,2,6,1,1
38,3,0,2,1,12,1
23,4,0,1,13,0,1
37,3,0,2,1,14,1
22,2,0,2,3,6,1
39,2,0,3,0,11,1
23,4,0,1,13,0,1
19,4,0,1,10,0,1
38,3,0,2,2,13,1
45,4,0,2,6,15,1
45,3,0,1,4,17,1
32,2,0,3,9,5,1
36,3,0,1,0,27,1
46,5,0,1,1,26,1
78,7,0,2,22,16,1
43,3,0,1,3,13,1
20,2,0,2,6,1,1
38,3,0,2,1,12,1
23,4,0,1,13,0,1
37,3,0,2,1,14,1
36,3,0,1,0,27,1
46,5,0,1,1,26,1
78,7,0,2,22,16,1
19,4,0,1,10,0,1
85,7,0,5,14,29,1
37,3,0,2,1,14,1
40,3,0,2,2,12,1
71,7,0,3,25,8,1
32,3,0,2,1,12,1
22,2,0,2,3,6,1
35,3,0,2,1,18,1
49,2,0,2,4,27,1
57,5,0,1,0,42,1
30,3,0,2,1,9,1
50,5,0,1,0,28,1
40,3,0,2,2,16,1
70,6,0,3,17,23,1
36,3,0,1,0,21,1
76,7,0,2,21,16,1
77,7,0,2,24,15,1
23,4,0,1,13,0,1
75,7,0,2,16,23,1
45,2,0,2,1,19,1
67,6,0,5,14,25,1
38,3,0,2,2,13,1
43,3,0,1,3,13,1
45,4,0,2,6,15,1
78,10,0,3,20,13,1
22,2,0,2,3,6,1
35,3,0,2,1,18,1
43,5,0,2,3,16,1
59,5,0,1,0,45,1
30,3,0,2,1,9,1
59,5,0,1,0,45,1
30,3,0,2,1,9,1
37,3,0,2,1,12,1
38,3,0,2,1,14,1
36,3,0,1,0,27,1
76,7,0,2,21,13,1
79,7,0,2,23,10,1
23,4,0,1,13,0,1
85,7,0,5,13,29,1
37,3,0,2,1,14,1
38,3,0,2,1,17,1
67,6,0,5,14,25,1
45,4,0,2,6,15,1
19,2,0,2,5,1,1
37,3,0,2,1,14,1
20,2,0,2,6,1,1
36,3,0,2,1,14,1
51,5,0,3,7,18,1
48,5,0,1,0,24,1
40,3,0,2,2,16,1
60,5,0,6,16,11,1
49,6,0,1,5,20,1
37,3,0,2,1,14,1
36,3,0,2,0,13,1
45,4,0,2,6,15,1
51,5,0,3,7,18,1
73,6,0,4,0,45,1
31,4,0,1,7,5,1
36,3,0,2,1,14,1
59,5,0,1,0,45,1
47,4,0,1,0,25,1
36,3,0,1,0,27,1
46,5,0,1,1,26,1
40,3,0,2,2,12,1
23,4,0,1,13,0,1
75,6,0,4,0,49,1
19,4,0,1,10,0,1
28,3,0,1,0,15,1
46,4,0,2,12,14,1
34,2,0,2,0,17,1
32,3,0,2,1,12,1
38,4,0,2,10,7,1
35,3,0,2,1,18,1
45,6,0,1,1,17,1
48,5,0,1,0,24,1
35,3,0,1,8,8,1
47,4,0,2,0,25,1
40,2,0,2,0,23,1
51,5,0,2,0,25,1
23,4,0,1,13,0,1
57,5,0,1,0,42,1
50,5,0,1,0,28,1
70,6,0,3,17,23,1
79,8,0,7,5,25,1
77,8,0,6,0,26,1
60,13,0,2,14,5,1
49,6,0,1,5,20,1
60,5,0,6,16,11,1
36,3,0,2,0,13,1
37,3,0,2,1,14,1
51,5,0,3,7,18,1
45,4,0,2,6,15,1
73,6,0,4,0,45,1
31,4,0,1,7,5,1
41,3,0,1,4,13,1
47,4,0,1,0,25,1
36,3,0,1,0,27,1
77,8,0,6,0,26,1
60,13,0,2,14,5,1
19,4,0,1,10,0,1
48,3,0,1,0,21,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
32,3,0,1,3,12,1
92,7,0,7,0,34,1
35,3,0,2,1,18,1
43,6,0,1,5,12,1
35,3,0,1,8,8,1
46,5,0,1,1,26,1
75,6,0,5,13,36,1
23,4,0,1,13,0,1
19,4,0,1,10,0,1
49,3,0,4,0,25,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
32,3,0,2,1,12,1
43,3,0,1,2,19,1
35,3,0,2,1,18,1
43,3,0,1,0,17,1
36,3,0,1,0,27,1
55,4,0,4,14,13,1
45,5,0,2,0,13,1
23,4,0,1,13,0,1
27,4,0,1,10,7,1
36,4,0,2,8,7,1
46,4,0,2,12,14,1
32,3,0,3,7,0,1
29,4,0,1,7,7,1
45,4,0,2,6,15,1
32,3,0,1,3,12,1
35,3,0,2,1,18,1
35,3,0,1,8,8,1
79,5,0,8,28,18,1
80,7,0,2,20,29,1
27,2,0,1,0,5,1
38,4,0,2,10,7,1
28,4,0,2,10,6,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
32,3,0,2,1,12,1
35,3,0,2,1,18,1
36,3,0,1,0,27,1
78,10,0,7,0,28,1
25,2,0,2,3,6,1
49,3,0,4,0,25,1
38,4,0,2,10,7,1
23,4,0,1,13,0,1
19,4,0,1,10,0,1
37,3,0,2,1,14,1
45,4,0,2,6,15,1
32,4,0,1,7,7,1
37,3,0,2,1,12,1
46,5,0,1,1,26,1
40,3,0,2,2,12,1
51,5,0,3,7,18,1
36,3,0,3,0,8,1
23,4,0,1,13,0,1
27,4,0,1,10,7,1
37,3,0,2,1,12,1
47,4,0,2,0,19,1
46,5,0,1,10,13,1
35,3,0,1,8,8,1
46,5,0,1,1,26,1
49,3,0,4,0,25,1
23,4,0,1,13,0,1
34,2,0,3,0,10,1
37,3,0,2,1,14,1
60,9,0,2,8,19,1
43,4,0,2,5,18,1
53,3,0,2,5,26,1
86,10,0,8,0,36,1
35,3,0,2,1,18,1
32,2,0,3,9,5,1
36,3,0,1,0,27,1
41,5,0,1,8,10,1
19,2,0,2,5,1,1
18,1,0,1,0,5,1
78,3,0,4,0,49,1
36,3,0,3,0,15,1
27,2,0,2,3,10,1
119,7,0,6,26,35,1
32,4,0,1,0,21,1
101,7,0,8,1,43,1
31,3,0,2,0,12,1
108,7,0,9,1,34,1
43,4,0,2,0,25,1
23,1,0,1,0,16,1
64,4,0,3,0,34,1
31,2,0,3,4,6,1
35,3,0,4,0,0,1
150,16,0,3,17,58,1
60,6,0,2,2,26,1
29,2,0,3,0,15,1
48,2,0,3,1,22,1
22,2,0,3,0,7,1
85,2,0,4,27,18,1
26,1,0,1,0,13,1
27,1,0,2,0,13,1
105,5,0,7,2,42,1
93,1,0,7,17,30,1
111,11,0,1,28,29,1
53,6,0,3,7,35,1
75,8,0,3,0,35,1
62,1,0,3,20,19,1
19,2,0,0,0,7,1
49,2,0,7,2,15,1
28,1,0,2,0,12,1
44,2,0,3,0,27,1
87,3,0,11,0,33,1
42,2,0,3,3,25,1
35,3,0,3,1,11,1
36,3,0,4,0,9,1
35,2,0,1,0,24,1
46,2,0,4,0,16,1
17,1,0,1,1,7,1
24,2,0,1,1,11,1
29,1,0,2,0,10,1
49,7,0,1,4,18,1
145,7,0,9,21,56,1
288,39,0,2,63,45,1
35,2,0,3,0,12,1
29,1,0,3,0,11,1
36,2,0,3,0,14,1
30,1,0,3,0,13,1
40,2,0,3,0,15,1
27,2,0,3,0,10,1
21,2,0,3,0,5,1
20,2,0,2,0,5,1
39,2,0,5,0,15,1
28,2,0,1,0,10,1
50,7,0,1,4,19,1
32,1,0,2,0,21,1
145,7,0,9,17,54,1
65,4,0,5,2,26,1
38,1,0,3,0,21,1
82,3,0,3,20,34,1
106,7,0,6,4,45,1
35,3,0,3,1,11,1
233,38,0,3,74,40,1
76,3,0,6,0,45,1
31,1,0,4,1,13,1
37,1,0,3,0,20,1
234,20,0,4,50,66,1
106,8,0,5,3,29,1
55,7,0,3,6,6,1
89,5,0,8,0,35,1
31,3,0,2,0,10,1
46,2,0,3,0,21,1
55,7,0,3,0,18,1
70,9,0,3,13,25,1
59,2,0,3,17,18,1
33,3,0,2,0,17,1
59,2,0,3,24,16,1
47,2,0,4,0,31,1
37,4,0,1,10,13,1
40,1,0,2,0,30,1
25,3,0,1,0,6,1
70,3,0,2,23,20,1
30,1,0,3,2,11,1
18,1,0,2,0,6,1
137,19,0,3,14,29,1
44,2,0,3,0,25,1
28,2,0,3,0,11,1
37,3,0,2,0,18,1
40,1,0,4,1,18,1
45,1,0,4,0,32,1
61,4,0,4,0,35,1
85,2,0,7,21,26,1
83,2,0,5,19,27,1
49,6,0,4,0,10,1
54,3,0,4,0,29,1
22,1,0,1,0,20,1
38,4,0,1,0,18,1
53,3,0,6,0,15,1
25,2,0,2,0,13,1
55,4,0,3,0,32,1
88,5,0,6,0,44,1
69,3,0,6,4,39,1
33,3,0,1,1,24,1
38,3,0,3,4,16,1
51,2,0,7,2,28,1
50,2,0,6,2,28,1
54,7,0,2,1,15,1
53,1,0,2,22,17,1
151,2,0,9,74,8,1
39,1,0,4,0,18,1
53,3,0,2,0,29,1
44,2,0,3,0,27,1
66,3,0,2,0,30,1
36,1,0,3,0,22,1
31,2,0,2,0,16,1
25,2,0,3,0,9,1
60,6,0,2,0,27,1
42,2,0,5,0,27,1
51,3,0,5,0,29,1
22,2,0,1,0,10,1
73,4,0,4,0,26,1
20,1,0,2,1,5,1
56,2,0,3,14,8,1
56,2,0,3,20,8,1
19,1,0,1,2,6,1
79,4,0,6,0,36,1
46,4,0,4,0,21,1
42,3,0,3,0,18,1
44,3,0,3,0,21,1
54,2,0,5,0,20,1
30,3,0,2,0,11,1
44,2,0,3,0,27,1
40,2,0,3,0,18,1
38,4,0,2,1,11,1
679,22,0,6,137,42,1
37,4,0,3,12,9,1
56,3,0,5,0,18,1
28,2,0,2,2,10,1
36,1,0,3,0,20,1
26,2,0,2,0,7,1
29,1,0,3,0,18,1
89,2,0,9,0,57,1
37,2,0,3,1,21,1
52,4,0,5,1,14,1
34,4,0,1,1,10,1
174,15,0,7,7,55,1
45,2,0,4,1,14,1
43,2,0,4,1,13,1
44,2,0,4,1,15,1
235,11,0,8,112,37,1
24,5,0,2,13,0,1
23,5,0,2,14,1,1
34,5,0,3,14,6,1
180,14,0,7,8,49,1
37,3,0,2,2,24,1
66,5,0,4,0,33,1
32,1,0,3,0,19,1
54,4,0,3,4,25,1
81,7,0,5,4,29,1
46,4,0,3,0,16,1
62,2,0,6,0,25,1
38,1,0,4,0,19,1
35,3,0,4,0,5,1
34,3,0,3,0,5,1
41,2,0,3,0,25,1
73,3,0,3,21,23,1
74,6,0,5,12,27,1
56,6,0,5,12,9,1
72,1,0,5,17,25,1
59,4,0,5,3,17,1
102,6,0,3,23,27,1
33,2,0,2,1,16,1
62,2,0,5,0,37,1
51,3,0,2,0,29,1
30,3,0,1,0,15,1
106,2,0,7,21,40,1
26,1,0,3,0,11,1
37,2,0,3,0,19,1
55,3,0,4,0,16,1
31,2,0,2,0,17,1
22,1,0,1,0,16,1
66,2,0,3,20,17,1
32,2,0,4,0,10,1
44,2,0,4,4,15,1
37,4,0,2,0,18,1
262,37,0,3,61,50,1
65,4,0,2,19,23,1
49,2,0,1,17,17,1
42,1,0,4,0,30,1
148,11,0,4,6,48,1
48,3,0,5,0,28,1
98,7,0,5,21,32,1
29,2,0,2,1,9,1
67,6,0,5,3,27,1
22,3,0,1,1,10,1
32,2,0,4,0,13,1
23,3,0,1,9,2,1
67,2,0,3,16,18,1
64,9,0,4,5,10,1
29,2,0,2,0,9,1
50,4,0,4,1,29,1
38,2,0,2,0,24,1
60,3,0,6,0,21,1
47,1,0,6,0,24,1
143,3,0,14,24,65,1
28,3,0,3,2,7,1
44,4,0,4,0,9,1
59,2,0,7,0,18,1
38,1,0,3,0,28,1
27,1,0,2,0,9,1
73,4,0,5,0,37,1
45,2,0,3,0,39,1
71,2,0,6,0,44,1
64,2,0,4,25,12,1
60,2,0,6,0,33,1
34,3,0,2,0,12,1
110,8,0,7,7,50,1
41,2,0,4,0,15,1
251,11,0,2,28,49,1
80,6,0,5,3,36,1
27,2,0,2,1,6,1
17,1,0,0,0,8,1
39,4,0,1,0,15,1
44,3,0,3,0,21,1
42,2,0,3,0,30,1
46,2,0,3,0,19,1
44,3,0,4,0,17,1
48,3,0,3,4,21,1
53,5,0,2,2,22,1
48,3,0,3,1,24,1
246,12,0,2,30,53,1
108,10,0,2,0,67,1
79,3,0,2,21,28,1
39,2,0,3,0,14,1
51,2,0,5,2,17,1
69,2,0,5,25,17,1
47,2,0,3,0,27,1
36,2,0,3,1,12,1
147,21,0,1,1,69,1
69,2,0,5,24,17,1
69,2,0,5,22,20,1
69,2,0,5,20,17,1
69,2,0,5,21,17,1
69,2,0,5,16,17,1
69,2,0,5,19,17,1
153,10,0,1,33,23,1
100,10,0,4,0,42,1
117,6,0,4,45,19,1
25,1,0,3,0,10,1
20,1,0,2,0,11,1
37,3,0,3,0,18,1
65,2,0,4,0,26,1
62,2,0,3,22,16,1
101,8,0,4,0,44,1
37,1,0,3,0,25,1
98,4,0,7,23,34,1
37,1,0,3,0,29,1
51,2,0,3,26,8,1
44,4,0,3,0,25,1
39,3,0,1,0,24,1
42,1,0,5,0,28,1
49,2,0,2,3,18,1
49,2,0,2,4,19,1
49,2,0,2,3,19,1
42,1,0,5,0,27,1
70,1,0,4,20,26,1
15,1,0,2,0,5,1
31,2,0,4,0,8,1
39,1,0,3,0,27,1
18,1,0,1,1,10,1
29,2,0,3,1,13,1
37,2,0,3,0,17,1
63,1,0,3,21,14,1
30,1,0,3,0,21,1
29,3,0,2,1,10,1
51,2,0,6,0,18,1
33,2,0,4,0,16,1
35,1,0,4,4,10,1
54,3,0,3,25,10,1
139,5,0,3,43,30,1
210,10,0,4,88,25,1
209,10,0,4,71,24,1
66,2,0,4,17,19,1
25,1,0,2,0,12,1
111,8,0,7,1,58,1
63,3,0,4,0,29,1
84,1,0,4,40,6,1
32,2,0,3,0,6,1
114,10,0,5,26,33,1
19,1,0,1,3,9,1
18,1,0,2,0,6,1
15,2,0,1,0,7,1
63,1,0,3,21,14,1
18,1,0,2,1,6,1
27,1,0,1,0,20,1
111,9,0,3,25,30,1
50,4,0,4,0,11,1
62,3,0,7,0,34,1
27,2,0,2,0,13,1
28,2,0,2,0,12,1
31,3,0,2,0,15,1
40,1,0,4,1,19,1
39,1,0,3,1,19,1
112,4,0,5,23,32,1
48,3,0,3,1,20,1
112,7,0,5,16,38,1
62,1,0,3,19,14,1
34,1,0,6,0,19,1
117,11,0,6,6,30,1
47,2,0,3,0,23,1
258,31,0,11,30,33,1
65,3,0,5,15,18,1
39,2,0,4,0,13,1
42,2,0,4,0,16,1
43,4,0,4,3,15,1
31,3,0,1,0,14,1
26,1,0,3,1,6,1
48,1,0,1,23,6,1
48,1,0,1,20,5,1
48,1,0,1,24,5,1
129,4,0,7,19,47,1
46,4,0,3,0,27,1
49,2,0,5,2,21,1
77,3,0,5,17,22,1
249,30,0,11,30,30,1
19,1,0,3,0,6,1
49,2,0,4,0,37,1
35,1,0,3,0,19,1
59,1,0,3,24,18,1
54,3,0,3,0,34,1
27,2,0,1,0,18,1
28,2,0,2,0,18,1
37,2,0,3,1,17,1
53,2,0,7,0,30,1
242,11,0,5,98,60,1
29,2,0,2,0,15,1
248,10,0,5,60,63,1
77,2,0,5,20,19,1
31,2,0,4,0,8,1
51,2,0,3,3,23,1
33,2,0,2,0,15,1
77,4,0,5,0,53,1
118,6,0,3,20,36,1
26,1,0,2,0,16,1
66,3,0,7,6,20,1
91,3,0,7,18,19,1
56,4,0,4,0,32,1
81,5,0,6,1,55,1
60,3,0,5,0,35,1
73,6,0,4,0,35,1
37,3,0,3,0,16,1
48,2,0,4,0,24,1
46,2,0,4,0,17,1
41,2,0,4,0,16,1
45,2,0,4,0,16,1
47,2,0,4,0,21,1
136,8,0,2,47,24,1
56,4,0,1,18,4,1
349,45,0,5,55,66,1
207,26,0,5,29,55,1
210,26,0,5,29,55,1
63,2,0,6,0,29,1
72,4,0,6,7,25,1
24,2,0,2,3,7,1
75,2,0,7,0,16,1
24,1,0,2,0,7,1
119,8,0,1,47,23,1
28,3,0,3,1,12,1
64,5,0,3,2,29,1
124,15,0,5,10,43,1
55,3,0,5,2,21,1
158,20,0,4,16,46,1
114,8,0,7,12,50,1
34,1,0,3,0,19,1
92,8,0,3,1,44,1
83,8,0,6,1,24,1
57,4,0,4,0,22,1
56,4,0,4,0,22,1
175,18,0,3,22,71,1
71,7,0,2,0,29,1
62,4,0,5,1,31,1
117,4,0,7,23,47,1
115,4,0,5,23,36,1
31,4,0,1,4,10,1
41,3,0,4,0,15,1
20,1,0,1,0,9,1
31,2,0,4,0,16,1
25,1,0,4,0,13,1
24,1,0,4,0,12,1
49,2,0,3,2,21,1
145,9,0,2,47,27,1
22,1,0,4,0,4,1
113,6,0,7,13,40,1
19,1,0,1,3,6,1
191,8,0,7,49,44,1
50,3,0,5,2,25,1
37,3,0,1,1,20,1
18,1,0,2,0,7,1
45,3,0,2,0,20,1
21,3,0,2,11,3,1
74,7,0,4,5,24,1
60,1,0,4,17,10,1
54,4,0,3,0,21,1
205,9,0,4,84,27,1
157,17,0,5,19,46,1
72,6,0,3,12,22,1
76,10,0,4,0,38,1
36,2,0,4,0,25,1
37,3,0,2,0,23,1
26,1,0,2,0,11,1
39,1,0,4,0,26,1
129,4,0,7,20,46,1
36,1,0,6,1,23,1
234,10,0,2,26,31,1
22,3,0,1,0,6,1
31,3,0,3,0,9,1
28,1,0,3,0,7,1
79,14,0,5,34,10,1
